"","ASV_ID","Domain","Phylum","Class","Order","Family","Genus","Species","Confidence","Unique.ID"
"12","00aa0138ffb07d849e8e692b790c798d","Bacteria","","","","","","",0.999999987,"Bacteria_____"
"13","00b89bcb0c3b0d72bc2432738adca0d2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","",0.999983233,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Polaribacter"
"14","00d919a531f4e3490cc7e783fd9004c9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"15","00dbd38e7a85c7d7f1088655f4f19f5d","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Candidatus_Endobugula","",0.998928358,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Cellvibrionaceae_Candidatus_Endobugula"
"16","00f07293563f3c2d7f6c9a50d488b9fc","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_IV","Clade_IV","marine_metagenome",0.922023189,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Clade_IV_Clade_IV"
"17","00f175bf3e18de6772c4560a90e35037","Bacteria","","","","","","",0.989796667,"Bacteria_____"
"18","00ffe5ff1f18b92a5e06bdc23f495aa2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"19","01183613d2e7848f452b56d85d656092","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","",0.998756455,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS9_marine_group_NS9_marine_group"
"20","011e50827d60a9a07d155f21fd5daf2c","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"21","0136392796a630b61be2bd6e08ebe361","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","",0.996989375,"Bacteria_Chloroflexi_Anaerolineae_Ardenticatenales_uncultured_uncultured"
"22","014c6c37f8d422006b92ae7d86b410c8","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus","uncultured_bacterium",0.987602234,"Bacteria_Proteobacteria_Gammaproteobacteria_Granulosicoccales_Granulosicoccaceae_Granulosicoccus"
"23","014f58e0b09e7a5cda1b09a20022fd2d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix","uncultured_bacterium",0.998534974,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Crocinitomicaceae_Crocinitomix"
"24","015607ce83d814121f3f7d695085c0a6","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43_clade","",0.999987828,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Methylophilaceae_OM43_clade"
"25","01619d366cc8e0c4ce2de4acdaa078f2","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4_marine_group","Arctic97B-4_marine_group","Arctic97B-4_marine_group","",1,"Bacteria_Verrucomicrobiota_Verrucomicrobiae_Arctic97B-4_marine_group_Arctic97B-4_marine_group_Arctic97B-4_marine_group"
"26","01672f9534f697caae476bfe0168716f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","",0.999999997,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS9_marine_group_NS9_marine_group"
"27","016bef9c1fe62654538d4d9c786c5886","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus_Megaira","",0.999977811,"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Rickettsiaceae_Candidatus_Megaira"
"28","017bf5e001c7ac2957e69d3f696c9c4a","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","uncultured_bacterium",0.975702695,"Bacteria_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)"
"29","0189a95e7113b6d67bab227ce75db1c0","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92_clade","",0.996471838,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_SAR92_clade"
"30","01a1232bf7b1e4000e6af45a8d716dce","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"31","01a7fd8ba402466a7069e0a92424671d","Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Acanthopleuribacter","uncultured_bacterium",0.999986823,"Bacteria_Acidobacteriota_Holophagae_Acanthopleuribacterales_Acanthopleuribacteraceae_Acanthopleuribacter"
"32","01a9a23cdf49225b02cf493133b4fe4e","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","","",0.999807956,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Clade_I_"
"33","01d2982108e01c8755f9c1d46ccf8f88","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB","",0.99996059,"Bacteria_Nitrospinota_Nitrospinia_Nitrospinales_Nitrospinaceae_LS-NOB"
"34","020e1ec25139293d174bdd4cd9ab59f7","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","",0.901021068,"Bacteria_Proteobacteria_Gammaproteobacteria_Steroidobacterales_Woeseiaceae_Woeseia"
"35","020e7d73be195ba3f39c0203be9271e1","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","",0.977949386,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Halieaceae_Halioglobus"
"36","0215b7929c466b362a25a9e7a06bd5bb","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured_bacterium",0.975853106,"Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_Rubritaleaceae_Rubritalea"
"37","024c0f9f1abf58c32cbc48c2d9e0ab7f","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","",0.988930518,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Halieaceae_Halioglobus"
"38","02523daf5356885c7d28e05d5910acb3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",1,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_"
"39","02658fc872cb9e741ab2b9f13981db5a","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","","",0.999997391,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Halieaceae_"
"40","02880ed3f55ebdd23154b85a4d64ac93","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",0.999999995,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"41","028e859638b6516a8a86b1b4654f74ad","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster","",0.989256487,"Bacteria_Proteobacteria_Gammaproteobacteria_Thiomicrospirales_Thioglobaceae_SUP05_cluster"
"42","029d2a22f42595d4f0d7981485dc067c","Bacteria","","","","","","",0.999980841,"Bacteria_____"
"43","02bb7e855465fb6794ca70bedb4ce0fb","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured_bacterium",0.949967086,"Bacteria_Latescibacterota_Latescibacterota_Latescibacterota_Latescibacterota_Latescibacterota"
"44","02ca68f07a45564a865d31525cd0eda8","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23","uncultured_bacterium",0.97379998,"Bacteria_Acidobacteriota_Thermoanaerobaculia_Thermoanaerobaculales_Thermoanaerobaculaceae_Subgroup_23"
"45","02d0f535a1e8c39cf72a1dce5f5c2039","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","",0.999888626,"Archaea_Crenarchaeota_Nitrososphaeria_Nitrosopumilales_Nitrosopumilaceae_Candidatus_Nitrosopumilus"
"46","02e82a1ba45546965e7c97c70329e112","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_marine",0.949215754,"Bacteria_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)"
"47","03063e16fdf431cc6a9206b74af44e4f","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"48","03131daa804e66506c014465a1f5267d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Ornithobacterium","uncultured_bacterium",0.903794583,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Weeksellaceae_Ornithobacterium"
"49","032c63e09e285609657102f79b9a6853","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","",0.999892692,"Bacteria_Actinobacteriota_Acidimicrobiia_Microtrichales_Microtrichaceae_Sva0996_marine_group"
"50","0344358f71cd24ac8aaac4388a7ec441","Bacteria","WS1","WS1","WS1","WS1","WS1","uncultured_bacterium",0.999994671,"Bacteria_WS1_WS1_WS1_WS1_WS1"
"51","034596079419a1d9fa12dd04a40230c1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","DEV007","",0.999999997,"Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_DEV007_DEV007"
"52","034bc82f7ecd0e4943de28bffde4a51e","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","",0.949446677,"Bacteria_Planctomycetota_Planctomycetes_Pirellulales_Pirellulaceae_Pir4_lineage"
"53","034da7d06c7cf8355e3053441f80006b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"54","035589192c794099f540e293beab9c75","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","uncultured","uncultured","",0.943889197,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_uncultured_uncultured"
"55","0357bf71562fe179d19897996a443f26","Bacteria","Proteobacteria","Gammaproteobacteria","","","","",0.999999048,"Bacteria_Proteobacteria_Gammaproteobacteria___"
"56","03635d0d8e272d24cd0e40722fbabae5","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured","",1,"Bacteria_Planctomycetota_Planctomycetes_Planctomycetales_uncultured_uncultured"
"57","0379ffed39a4cf84f17de021d7c5e842","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Schleiferiaceae","Schleiferia","",0.999999679,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Schleiferiaceae_Schleiferia"
"58","038ba60cc69456e4a448e6b9381c4f03","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula","",0.999432731,"Bacteria_Planctomycetota_Planctomycetes_Pirellulales_Pirellulaceae_Rubripirellula"
"59","03947034846bdb0dac89e002bb621b18","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"60","039e2006fb3a696a25813c9d8ac38dd7","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","",0.999993429,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_Lewinella"
"61","03bcbb3bc64fec4edc61c2c2fe1e2376","Bacteria","Verrucomicrobiota","Lentisphaeria","P.palmC41","P.palmC41","P.palmC41","uncultured_Lentisphaerae",0.998734309,"Bacteria_Verrucomicrobiota_Lentisphaeria_P.palmC41_P.palmC41_P.palmC41"
"62","03c2e1f7fb2a52fab017f6e41a346902","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Formosa","",0.993984577,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Formosa"
"63","03c4a8a9af91ee9a5baf1f3a4032a3ff","Bacteria","Bacteroidota","Bacteroidia","","","","",0.999998633,"Bacteria_Bacteroidota_Bacteroidia___"
"64","03dd6524ea34bedc7ce12105679869ab","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","",0.962592017,"Bacteria_Bdellovibrionota_Bdellovibrionia_Bacteriovoracales_Bacteriovoracaceae_Peredibacter"
"65","03ed4676bf7f97f5485babebdd26c653","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","",0.9969936,"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia"
"66","03f6274cdd0906f0f83bfb538a7df6ac","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_marine",0.999999526,"Bacteria_Planctomycetota_OM190_OM190_OM190_OM190"
"67","040b1ec6b635a16867990bd975a51e66","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter","Maribacter_sp.",0.945724196,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Maribacter"
"68","0420421b033f412bbf583e12b5baa9e0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured","uncultured_organism",0.999963758,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_uncultured"
"69","04259aec134fbe8819a53ab7e62cc463","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured_bacterium",0.984502901,"Bacteria_Planctomycetota_Planctomycetes_Gemmatales_Gemmataceae_Gemmata"
"70","042efcbc4814075b73bb69be5372d010","Bacteria","Proteobacteria","Gammaproteobacteria","","","","",0.999476303,"Bacteria_Proteobacteria_Gammaproteobacteria___"
"71","044266f42be9ee17d60db3f3166e2871","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Rubidimonas","uncultured_bacterium",0.999997662,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_Rubidimonas"
"72","044b29451075e5f5cc8b99ab302a0230","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfoconvexum","",0.999997877,"Bacteria_Desulfobacterota_Desulfobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoconvexum"
"73","044f5de211122f14ba9201cb3ecb4701","Unassigned","","","","","","",0.142909088,"Unassigned_____"
"74","046cd89219fdcbc134af2eb49d4ff4cf","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_planctomycete",0.943226486,"Bacteria_Planctomycetota_OM190_OM190_OM190_OM190"
"75","0482336ca9e8b4ddc02cad05ddaa87d0","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured","",0.999999845,"Bacteria_Desulfobacterota_Desulfobulbia_Desulfobulbales_Desulfobulbaceae_uncultured"
"76","0482475fabe4706e9aa521d381d5eef9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","",0.999959682,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Flavobacterium"
"77","048b1230180f9b0e02ee5b70d4893533","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","",0.967160633,"Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Thermomonas"
"78","0492bc5ef819578738a4c5ac0f9fd6fd","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","",0.99979622,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia"
"79","04c147269285985434eb6f6491a9d6eb","Bacteria","Chloroflexi","TK17","TK17","TK17","TK17","uncultured_bacterium",0.987215631,"Bacteria_Chloroflexi_TK17_TK17_TK17_TK17"
"80","04c57d663f194e1a1d6fbd4099f4babc","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella","Loktanella_salsilacus",0.945774276,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Yoonia-Loktanella"
"81","04e1a4b04fc4c9ca3be0836e522ce821","Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured_bacterium",0.991659395,"Bacteria_NB1-j_NB1-j_NB1-j_NB1-j_NB1-j"
"82","04ece1abe315316f83729d012187d72b","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","",0.993411609,"Bacteria_Proteobacteria_Alphaproteobacteria_Defluviicoccales_uncultured_uncultured"
"83","04f6fc6d976773efeefecb72707337fd","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","uncultured","uncultured_bacterium",0.959653021,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Spongiibacteraceae_uncultured"
"84","05145651d69ce78423557dd69c6a3c3f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",0.976350535,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_"
"85","05167f48f0b33067ad558e2e3273ec7e","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","uncultured_bacterium",0.999999103,"Archaea_Nanoarchaeota_Nanoarchaeia_Woesearchaeales_Woesearchaeales_Woesearchaeales"
"86","0550852f26348d2101300bbb60bada8c","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Leeiaceae","Leeia","uncultured_bacterium",0.947073571,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Leeiaceae_Leeia"
"87","0560806c82d2953849fda6ed11d6a2f1","Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","MSBL3","uncultured_bacterium",0.999365979,"Bacteria_Verrucomicrobiota_Kiritimatiellae_Kiritimatiellales_Kiritimatiellaceae_MSBL3"
"88","057a30f229fa970f27321e6f932ae7c8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS9_marine_group_NS9_marine_group"
"89","058003345b8cd2f1aa46e921788fb49d","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","",1,"Bacteria_Deinococcota_Deinococci_Deinococcales_Deinococcaceae_Deinococcus"
"90","058efd260ca97dfddee4f15910263e85","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Methylobacterium-Methylorubrum"
"91","0594a3c5042eb76226d67414d85e8dac","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",0.907100743,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_"
"92","05951548123e186af800437b3cc11131","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","",0.999999594,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Crocinitomicaceae_Fluviicola"
"93","0595f0eb09135c4916d0cb75d27c07f5","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"94","059f6c648db23a8b9d75aac8035c0979","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","",0.99999997,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Flavobacterium"
"95","05a0c421d766c7bd4613d114a3e3bc9f","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Algisphaera","",0.997914508,"Bacteria_Planctomycetota_Phycisphaerae_Phycisphaerales_Phycisphaeraceae_Algisphaera"
"96","05a1374ebf0d074d187c6582c8c5a623","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Pricia","uncultured_bacterium",0.992945097,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Pricia"
"97","05a26d8f4c2890e56daa81e71bbe8437","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"98","05c353124d140ccb14e83295f66f4565","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_Sphingobacterium",0.999196417,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_uncultured"
"99","05d17e9f0cf3a7a1d1b8fa53e0fdc811","Unassigned","","","","","","",0.951649726,"Unassigned_____"
"100","05e011dbb24db6d93e113ae23ba44178","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","","",0.999999996,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_"
"101","05faf699d16d4bd9a0eb568bb3440ef4","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","",0.999963268,"Bacteria_Planctomycetota_Planctomycetes_Pirellulales_Pirellulaceae_Rhodopirellula"
"102","05ff9f3688799abda98bd687f04419f5","Bacteria","Proteobacteria","Gammaproteobacteria","","","","",1,"Bacteria_Proteobacteria_Gammaproteobacteria___"
"103","0603badbd4115d372314ff9dcd321f33","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","",0.999993283,"Archaea_Crenarchaeota_Nitrososphaeria_Nitrosopumilales_Nitrosopumilaceae_Candidatus_Nitrosopumilus"
"104","0642965df038d91a27833dfd4cfa46ef","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",0.999999996,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"105","0649037c214a0007d3a9051f564cd8a8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","metagenome",0.999976734,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Cryomorphaceae_uncultured"
"106","065466a03dad98847e7d6d444e2b3fff","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","uncultured","uncultured","",0.999999891,"Bacteria_Proteobacteria_Alphaproteobacteria_Parvibaculales_uncultured_uncultured"
"107","06596ad433c67be0c62966a262fb9791","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","",0.967750169,"Bacteria_Proteobacteria_Alphaproteobacteria_Micavibrionales_Micavibrionaceae_uncultured"
"108","068a33eec5e8a325e02c7e8e1219f59f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",0.999979993,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_"
"109","069370864986106e4d3891c483267429","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","uncultured_bacterium",0.968471521,"Bacteria_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)"
